label,text
13,Alexaってどうなんだろう？
13,Alexaのことをどう思ってる？
13,Alexaにどういう印象がある？
13,Alexaってどうなの？
13,Alexaのこと教えて！
13,Alexaの感想は？
13,Alexaの評判は？
13,あの先輩のことどう思ってる？
13,Alexaに関する意見を述べよ。
13,Alexaのことを褒めてみて？
13,Alexaの印象は？
13,Alexaって優秀ですか？
13,Alexaが好きですか？
11,好きな人を教えて
11,結婚について真剣に考えたことある？
11,今気になる人とかいないの？
11,体重は何キロなの？
11,気になってる人とかいる？
11,誰のことが好きなんですか？
11,本当の年齢を教えてよ
11,誰か気になっている人いる？
11,芸能人で、好きなのは誰？
11,あの子のこと好きなんでしょう？
11,恋しているの？
11,今日この後空いてるの？
11,今、誰のこと考えてた？
11,何歳ですか？
11,彼女とかいるの？
11,今、恋しているんですか？
11,スリーサイズを教えてよ
11,プレゼント何あげるか決まった？
11,好きな人いるの？
10,明日は晴れるかな？
10,明日遠足なんだけど、晴れる？
10,今日の天気は？
10,来週、キャンプに行くんだけど、晴れる？
10,午後からの天気はどうなってるの？
10,花見の日天気どうなるのかな？
10,明日は雨なのかしら
10,運動会できるかな？
10,明日は晴れるのかな？
10,今日は雨が降る？
10,週末は晴れるかな？
10,今日の空模様はどうでしょうか？
10,今夜は晴れる？
10,新しい靴を下ろしたら汚れるかな？
10,明日、晴れるかな？
10,週末晴れるかなぁ？
10,今日は晴れる？
10,今日は雨降ったりするのかな。
10,明日キャンプに行くみたいだけど大丈夫？
9,お前のそういうところがダメなんだ
9,お前なんか嫌いだ
9,あなたは失礼な人ですね
9,不愉快に感じることがあります。
9,原因はお前なのか
9,あなたのことは好きじゃない
9,仕事のミスが多いぞ
9,あり得ないね！
9,反応しろよ
9,お前の顔も見たくない
9,邪魔するな
9,あんたなんて嫌い
9,自分の話ばっかりするなよ
9,昨日、なんで来なかったんだよ？
9,君のことが気に入らない
9,なんで今日無断で休んだんだ？
9,なんか感じ悪いね
9,何か反応しろよ！
9,君と話していると退屈だよ
8,君が夢に出て来てから、気になってます
8,いつも素敵だね
8,君は面白い人ですね
8,優しいね。
8,君といると楽しいよ。
8,これ誕生日プレゼントです
8,あなたは、きれいですね。
8,好きだったんだ、あなたのこと。
8,今日も輝いてるね。
8,プレゼントをあげるよ
8,あなたに恋してます
8,お前のこと好きなんだよね
8,あなたは素敵な人ですね
8,かわいいですね。
8,最近綺麗になったね
8,あなたの事を愛しています
8,月が綺麗ですね。
8,好きなお菓子かっといたよ
8,君に好意を持っています。
7,恋人になってくれませんか？
7,デートしませんか？
7,夕ご飯をいっしょに食べませんか？
7,付き合ってよ
7,君に会いたいって人がいるんだけど、セッティングしてもいい？
7,今度、一緒に食事でもどうですか？
7,毎朝味噌汁作ってください！
7,こんどいっしょに、カラオケに行きませんか？
7,いっしょに、買い物に行きませんか？
7,私とデートしませんか？
7,交際を希望します
7,これから、どこか行かない？
7,彼女になってくれる？
7,もうちょっと近くにおいでよ。
7,彼女になってください
7,これから映画に行かない？
7,付き合ってください
7,明日飲み会あるけど来ない？
7,どこかへ出かけようよ。
6,こんにちは
6,お昼の挨拶は？
6,あら、久しぶりだね
6,また会いましたね
6,もうお昼だね
6,どうも
6,ごぎげんよう
6,ご無沙汰してるね。
6,ハァーイ！
6,こんにちは！ごきげんよう！
6,ご機嫌いかが
6,久しぶりですね
6,こんばんは
6,やあ！
6,ヤッホー
6,あ、いたの？
6,久しぶり
6,やあ、どうも。
6,お久しぶりです
5,最近調子どう？
5,今日のコンディションどう？
5,久々に会ったけど最近どう？
5,もう風邪はよくなったの？
5,ご機嫌いかが？
5,お元気ですか？
5,今日、顔色いいね
5,朝から食欲がすごいねー
5,お母さんは元気にしてる？
5,体調はどうですか？
5,最近、いかがお過ごしですか？
5,この頃ご機嫌いかが？
5,体調は良くなった？
5,天気が良くて過ごしやすいですね？
5,どう？いい感じ？
5,その後具合は？
5,お母さんは最近どうされてる？
5,病気とかしてない？
5,元気にしていましたか？
4,今日体調が悪いんだ
4,ちょっと風邪っぽくてさ
4,風邪がなかなか治らなくてさ
4,ケンカしてさ。妻が実家に帰っちゃったんだ
4,頭が痛くてさ
4,夜ほとんど寝られなかったんだ
4,咳が止まらないんだ
4,今日上司に怒られたんだ
4,働いても働いても、全然、お給料が上がらないんだよ
4,母が亡くなったの。
4,災難な日だったな。
4,今日嫌なことがあってさ
4,いつも可愛がっている犬がグッタリしちゃってね
4,さっき机の角で足をぶつけて痛くてね
4,この頃、友達と喧嘩しちゃってね
4,足を捻挫しちゃってさ
4,実は今日、ちょっと落ち込むようなことがあってさ
4,昨日、お財布を落としちゃって見つからないんだよ
4,今日頭痛がひどくてさ
3,仕事が終わったよ
3,素敵な１日でした！
3,試験に合格したんだ
3,今日はいい日だ
3,楽しかったよ
3,今日は本当に素敵な日だったよ
3,昨日、子供が生まれたんだよ
3,幸せな日だったな。
3,今日嬉しいことあったんだ
3,やっと新居が完成したんだ
3,今度、臨時ボーナスが出るんだって
3,今まで辛かった腰痛が治療したら治ったよ
3,目標達成したよ
3,諦めていた試験に合格したよ
3,受験に合格したよ
3,会社で昇進したんだ
3,彼氏にプロポーズされちゃった
3,商店街のくじ引きで1等当たったんだ
3,今日は楽しかったな
2,嫌いな食べ物は？
2,食べられない物ある？
2,苦手な食べ物は？
2,見るのも嫌だっていう食べ物は？
2,好きではない食べ物はある？
2,アレルギーとかありますか？
2,クリスマスに、何かほしいものはない？
2,苦手な食べ物はある？
2,お口に合わない食べ物や料理は何かありますか？
2,食べ物のアレルギーとかある？
2,何か食べたい物はある？
2,ちょっとこれは食べられないな、っていう物はある？
2,好きじゃない食べ物は？
2,何か食べたい物ある？
2,食べられないものある？
2,苦手な料理はある？
2,苦手な食べ物ある？
2,これは無理っていう食べ物は？
2,苦手なスポーツは？
1,気に入ってる料理はなに？
1,外食は何が多い？
1,定食屋さんで、よく食べる物は？
1,中華料理は好き？
1,お式の後食事に行きませんか？
1,よく食べるものは？
1,好きな食べ物は？
1,好きな中華料理は？
1,好物は何ですか？
1,君は麺類も食べられる？
1,手料理は何が得意？
1,何が食べたい？
1,お昼ごはん何食べたい？
1,インスタント食品は食べる？
1,「これは大好物」っていう食べ物は何かありますか？
1,何か食べたい物は？
1,何を食べに行きたい？
1,麺類は好き？
1,行きつけのお店は？
47,お腹ぺこぺこ。
47,腹が鳴ってるなあ
47,何か食べようかなぁ。
47,ぺこぺこだ
47,何か食べたいなあ
47,お腹の虫が鳴いているよ。
47,はらぺこです
47,朝から何も食べてないんだ
47,疲れて元気がでない
47,美味しいもの食べたいな。
47,お腹と背中がくっつきそう
47,お腹ペコペコやで
47,お腹空いた。
47,昨日の夜から何も食べてないから力が出ないよ
47,お腹がペコペコです
47,腹減った
47,暇だなあ
47,美味しい物食べたいなぁ
47,I'm hungry
0,お名前を教えてください
0,名前を教えてくれる？
0,そちの名は？
0,お調べいたしますので、お名前を頂戴できますか？
0,名前を教えてください
0,名前を聞いてもいい？
0,お名前をお伺いして宜しいでしょうか？
0,名前は何て言うの？
0,あなたの名前を教えてくれないかな？
0,名前教えて
0,あなたのプロフィールが知りたい。
0,まだ君の名前を聞いてなかったね
0,君の名前、教えてくれる？
0,あなたのことを教えて。
0,名前なんていうの？
0,ごめん、君の名前を忘れちゃった
0,なんて名前ですか？
0,はじめまして。△△と申します
0,君の名前は？
26,なかなか良い出会いがなくて…
26,いい出会いが全然無くて…
26,運命の人と出会いたい
26,いい仕事が見つからなくて…
26,イケメンにプロポーズされないかなぁ
26,独り身はさみしいな
26,出会いがありません
26,出会いがない…
26,どこかにいい人いないものかな
26,彼女が出来なくて辛い
26,出会いがなくてさぁ
26,どこかに運命の人いないかなあ
26,白馬の王子様が私の前に現れないかなぁ
26,いい男いないよね
26,運命の人とどうやったら巡り会えるんだろう
26,なかなかいい人がみつからなくて…
26,いい出会いないかな
26,いい出会いがなくて困っているんだ
26,どこかにいい人いないかな
41,明日、早起きなので、もう寝ます
41,明日早いから、もう寝るね
41,もう寝るね。
41,先に、就寝します。
41,また明日ね
41,疲れたから、もう寝るよ
41,今日はゆっくり休んでね
41,もう寝なくちゃ。
41,明日は早いから先に寝るね
41,また明日。
41,じゃあ、また明日ね。
41,じゃあ、また明日。
41,また、明日ね！
41,明日は早起きしなきゃいけないんだ
41,グッドナイト
41,もう、寝るね。
41,おやすみ
41,またね
41,そろそろ寝るね
38,最近、歯がしみるんだ
38,歯並びを治したいんだよね
38,親不知を抜きたいな
38,奥歯の詰め物がとれた
38,歯が痛くて‥。
38,虫歯ができた気がするんだよね
38,親不知がズキズキするなぁ。
38,歯が痛いよ。
38,虫歯かもしれない
38,歯が欠けちゃったんだけど
38,歯がズキズキする
38,冷たいものがしみるよ。
38,虫歯っぽいんだよね
38,虫歯ができたかな
38,銀歯が取れちゃったよ
38,虫歯ができたみたい。
38,歯がズキズキします。
38,虫歯あるのかな。
38,アイス食べるとズキズキするよ
37,今日のファッションはどう？
37,今日の服装は似合う？
37,ちょっと攻めたコーディネートしてみたんだけど、どう思う？
37,この帽子はどう？
37,今日、イケてない？
37,この服お気に入りなんだけどどうかな？
37,服装を評価してください
37,新しい服買ったんだ
37,ペット用に衣装を作ってみたけど、どう思う？
37,今日は新しいワンピースを着てみたよ
37,この帽子、昨日買ったんだ
37,この洋服はどう？
37,今日のコーディネートは自信あるんだよね。
37,彼女とは釣り合っているかな？
37,着こなし、大丈夫？
37,昨日美容室で髪色を明るくしてみたんだけどどう？
37,新しい服はどう？
37,最近、化粧の仕方変えたんだけど似合ってる？
37,この前買ったスカートはいてみたんだけどどう？
36,酒の付き合いも楽じゃないよ
36,最近、飲み歩いてること多くてさ。
36,肝臓の数値が悪くて困っている
36,毎日、お酒を飲んでたら肝臓やられちゃうよね
36,飲み会続きで疲れてきた
36,健康診断の結果が良くなかったよ
36,今日も酒を飲んじゃったよ
36,暑い日はやっぱり冷たいビールがおいしいね
36,健康診断の結果が予想以上に悪くて参ったよ
36,付き合いでの二日酔いはしんどい
36,飲み会が続いてきついなぁ
36,飲みすぎた……
36,毎日アルコールを摂取するのは大変だ
36,付き合いとはいえ、こうも続くとね。
36,上司と飲む酒ほどまずいものはないよ
36,眠れないと酒の量がどうしても増えちゃってね
36,飲みたくない酒もあるんだよ
36,健康診断でASTの値が悪かったんだ。
36,毎日飲みに行くのもしんどいな
27,イメチェンしようと思うんだ
27,着ていく服に迷ってるんだ…
27,今度のデートに着ていく服どうしよう？
27,今度のデートに来ていく服が無い！
27,雑誌に載ってたピアス買おうか迷ってるんだけど、どう思う？
27,これ、似合うかしら?
27,キュートとセクシー、どちらの服装がいいかな？
27,デートにどんな服着ればいいのかわからなくて
27,この服と、この服、どちらが良いかしら？
27,この洋服私に似合ってると思う？
27,何を着ればいいかわからない
27,どんな髪型にしようかな？
27,イメチャンしたいんだけど、どんな服装が似合うと思う？
27,美容室に行くんだけど、どんな髪型が似合うと思う？
27,今度デートがあるのですが、どんな服が良いと思いますか？
27,花火大会にはやっぱり浴衣かなぁ
27,この洋服似合ってるかなぁ？
27,思い切って髪をショートにしようかな
27,どっちのピアスが似合ってると思う？
42,誕生日だからお祝いして！
42,誕生日、祝ってくれない？
42,20年前の今日、私は生まれたんだ
42,今日、また一つ歳をとったよ。
42,今日で〇歳になったよ
42,今日でまた1歳年取ったよ。
42,ハッピーバースデートゥーミー！
42,今日でまた一つ歳をとったよ
42,今日誕生日なんだ
42,今日子どもの誕生日なんだ
42,せっかくの誕生日なのに一人でいるのも寂しいね
42,今日みんなに誕生日パーティーを開いてもらったんだ。
42,今日でもう〇〇歳かー
42,37年前の今日生まれたんだ
42,今日は僕が生まれた日です
42,今日は娘のはじめての誕生日なんですよ
42,誕生日プレゼントにぬいぐるみもらいました。
42,また歳取っちゃった
42,今日何の日か知ってる？
43,休日はどんなことをしてるんですか？
43,ご主人とは普段何して過ごされているんですか？
43,休みの日は何してるの？
43,休日はどんなことをしていますか？
43,時間に余裕がある時、何をしますか？
43,家にいることが多いの？
43,時間がたくさんあるときに一番していることは何ですか？
43,休みの日はいつも何してるの？
43,お休みの日には何をして過ごしますか?
43,暇な時って何してるの？
43,気分転換にはどんな事をしていますか？
43,リフレッシュするためにどのようなことをしてますか？
43,好きなことは何ですか？
43,リフレッシュしたい時はどうしていますか？
43,一人の休日の過ごし方は？
43,最近定年退職して毎日何してるの？
43,最近、どこか出かけた？
43,あなたのストレス解消法を教えてください。
43,旅行に行ったら何をして過ごしますか
44,おすすめのお仕事はなんですか？
44,もう、仕事行くの嫌なんだ。辞めようかと思ってるの。
44,自分が働かないで楽に生きたいな。何かお薦めってある？
44,ストレス半端ないって！新しい仕事探すぞ！
44,楽して生きていく方法、何かないかな？
44,今の仕事より辛い仕事なんてあるの？
44,何か楽に食べていける方法ないかな
44,楽な仕事って何かないかな？
44,寿退社したいな
44,どんな仕事をすればストレスを溜めないですむの？
44,ストレスばっかりでもう仕事辞めたい！何しよう？
44,辛いから仕事辞めちゃおっかなぁ。
44,仕事が大変。楽して生活できる方法ないかな？
44,仕事辞めちゃおっかなぁ。
44,いっぱいいっぱい過ぎて仕事辞めたい！何したらいいかな？
44,仕事辞めちゃおうかなぁ
44,なんか楽な仕事ないかな？
44,ヒモ生活って楽なのかなあ
44,今の仕事、すごく大変なの。転職しようかな？
34,初恋の人に会ったんだけど、変わり果ててたよ
34,同窓会に行ってきたよ、みんなおっさんおばさんになってた
34,同窓会に行ってきたよ、みんな変わったなあ
34,みんな、学生時代の面影なかったなぁ
34,学生時代の友達と会ってきた、誰が誰か分からなかったよ
34,若い時はもっと早く走れたのに…
34,人って変わるね
34,この人も昔は天使みたいに可愛かったのになぁ…
34,同窓会に行ったら、初恋の人が完全に禿げあがってたわ
34,久しぶりに昔の仲間たちに会ったよ。老けたなぁ。
34,目の下にシミができてる
34,今日は同窓会だったんだ、色んな変化を感じたよ
34,死語が多いですねって言われちゃったよ
34,奥さん、昔は皆のアイドルだったのに、今じゃ見る影もないよ
34,最近は徹夜がきつくて。前は何ともなかったのになぁ。
34,昔はカッコ良かったのになぁ
34,昔はお肌のハリが良かったのに…
34,最近忘れっぽいなあ
34,鏡を見たらね、以前気づかなかった眼尻の小じわを発見したよ。
33,可愛くてみんなにチヤホヤ。アイドルがうらやましい！
33,女優になりたいなぁ
33,笑っていればいいなんて簡単だよね。
33,アイドルっていいよね
33,アイドルって可愛いよね。みんなにチヤホヤされてて羨ましい！
33,にこにこしていたら、人気がでるんでしょ？
33,受付の仕事も疲れるなあ
33,泣いてもいいかな…
33,受付嬢は楽でいいな
33,ただ笑っていればすむ職業っていいね
33,アイドルっていいよね。ニコニコしてればいいんだからさ。
33,コンビニの店員さん、いつも笑顔だね
33,接客業は楽そうだね
33,あのアイドル、いつも笑っているだけじゃん。
33,笑顔を振りまくだけでお金貰えるなんて、楽な仕事だよな。
33,アイドルは人気があっていいなあ！
33,アイドルっていつになっても憧れるなぁ
33,あんなにかわいくてキラキラしている。アイドルすごいね。
33,笑顔を振り撒くのも大変そうだと思わない？
45,今日の声ちょっと変だよ
45,どこか悪いの？
45,調子悪そうだね
45,どこが痛いの？
45,どこか痛いの？
45,大丈夫？
45,顔色悪いけどどうしたの？
45,病気？
45,体、大丈夫？
45,辛そうだね。大丈夫？
45,どこか痛いの？
45,顔色が悪いよ
45,どこか調子悪いの？
45,どっか体調悪いの？
45,元気ないね、どうしたの？
45,体調悪いの？
45,体調大丈夫？
45,顔色が悪いけど大丈夫？
45,どうしたの？
32,今日も残業でクタクタだよ
32,へとへとだよ
32,新商品の入浴剤を買ってみたんだ。
32,走り過ぎて筋肉痛なんだよね
32,帰宅ラッシュに巻き込まれて大変だったよ。
32,仕事疲れたー！早く家に帰って休みたいよー！
32,今日は一日、外回りで疲れたよ
32,今日は寒くて手足が冷え切ってしまったよ。
32,今日は体育祭だったから疲れたなぁ
32,毎日夜遅くまで仕事でしんどいよ…
32,残業でもうくたくただよ
32,今日は柚子風呂にしようと思うんだ。
32,毎日遅くまで仕事嫌になっちゃうなぁ。
32,走ってきたから疲れたよ
32,いい香りの入浴剤をもらったよ
32,シャワーでなく湯船につからないと疲れがしっかりとれないらしい
32,最近疲れが溜まってるな
32,今日も残業で体が疲れたよ…
32,引っ越しは大変だったよ
31,野球とサッカー、どっちが好き？
31,海に着いたら泳がない？
31,明日社会人野球があるんだけど参加する？
31,ゴールキーパーやってくれる？
31,運動会のリレーに出てくれない？
31,野球とサッカーどっちが好きですか？
31,一緒にテニスしませんか？
31,何かスポーツをしようよ
31,野球かサッカーしたいな
31,野球かサッカーをして遊ぼうよ。
31,キャッチボールしようぜ
31,一緒にマラソン大会に出ようよ
31,バレーボールやらない？
31,スポーツは何が得意ですか？
31,運動は好きですか？
31,野球とサッカーどっちで遊ぶ？
31,一緒にスポーツジムに行かない？
31,どうしたら速く走れるかな？
31,草野球チームに1人足らないんだ。一緒にやらない？
46,スポーツは好き？
46,ホラー映画とか好きな方？
46,普段、スポーツはしますか？
46,身体を動かすのは億劫じゃない？
46,何かスポーツはやる？
46,ミュージカルは好きですか？
46,スポーツをすることはある？
46,スポーツを愛していますか？
46,スポーツは嫌い？
46,野球は好き？
46,体を動かすことは好きですか？
46,スポーツはしますか？
46,野球はしたりするの？
46,運動は嫌いじゃない？
46,野球に興味はある？
46,大相撲は好き？
46,スポーツやるの？
46,ボクシングってしたことある？
46,サッカーは得意？
29,最近スマホゲームにはまってて眠いなぁ
29,なんか眠くて
29,毎朝起きるのが苦痛だよ。
29,早く起きるコツとかある？
29,目覚まし時計を何個もセットしても起きられなくて…
29,会社で眠くて眠くて
29,ワールドサッカー見るよ。
29,朝早く起きるのやだな
29,眠いよー。
29,夜中のゲームはやめられません
29,深夜ドラマが面白くてついつい夜更かししちゃうんだよね
29,最近朝起きれなくて…
29,早く起きられるか不安だな
29,金曜日だから、おもいっきり遊ぶぞ
29,眠いんです。
29,早起きが辛くて…
29,最近、肌荒れがひどくて
29,朝眠いのに起きるのしんどくない？
29,朝スッキリ起きられるようになりたい
28,最近困り事、なにかありますか？
28,悩む気持ちなんて理解できないだろうね
28,最近の一番の悩みは何？
28,何を悩んでるの？
28,悩みがあったら教えてね
28,人間じゃないから、悩みがなくていいね
28,悩みとかないの？
28,夜も寝られないほど辛いことないの？
28,悩みとか無さそうでいいなぁ
28,困っていることがあったら教えて
28,わたしに何でも相談してね
28,何か辛いこととかある？
28,何か悩んでるの？
28,何か悩んでることある？
28,なんか悩んでる？
28,何か困っていて悩んでいることはある？
28,悩み事があったら聞くよ
28,君の悩みは何？
28,君は悩んだことがなさそうだよね？
39,まぶたが閉じそう。
39,上のまぶたと下のまぶたがお友達になっているよ
39,熟睡しそうです。
39,眠れないなぁ
39,冬眠したい
39,なかなか眠れない
39,子どもがなかなか寝てくれないんだ
39,赤ちゃんが目を覚ましちゃった
39,寝てもいいかな
39,なかなか寝付けなくて
39,眠い
39,子どもが寝てくれない
39,眠れないよ
39,昨日、全然眠れなくて
39,うとうとしてきた
39,眠くて仕方ねえ
39,眠たいのに眠れないよ
39,安眠できるといいな
39,寝ようかな。
24,今、何を言いかけたんですか？
24,なんか笑える話とかないの？
24,阪神大震災はいつあったっけ？
24,昨日はどんな夢を見たの？
24,なにがおもしろかったの？
24,楽しい事、なにかありましたか？
24,顔、ニヤついてて何かあった？
24,今日見た夢ってどういうのだったか覚えてる？
24,最近の楽しい話聞かせて？
24,昨日って一緒に何したっけ？
24,何か楽しいことあった？
24,昨日笑った話、何だったっけ？
24,おもしろい話して
24,笑っちゃった話聞きたい
24,楽しいことあった？
24,なんの話？
24,今日何してたの？
24,昨日、言いかけたこと何だったの？
14,Alexa買ってみるかな
14,Alexaを買おうと思うんだよ
14,この端末にはAlexaが入っているから買いたいね
14,Alexaに変えようかなぁ？
14,Alexa欲しいな
14,スマートスピーカーを買い替えようかと悩んでるんだよね
14,Alexaを購入するつもりです
14,うちにもAlexa設置してみようかなぁ。
14,Alexa欲しいんだよね
14,Alexaを使ってみたいんだ
14,Alexa買おうかなって迷っています
14,Alexaに決めたんだ！
14,Alexa買おうかな？
14,Alexaも購入候補なんだよね
14,Alexa欲しいなぁ、買おうかな
14,Alexaと君どっちがいいかなぁ？
14,Alexaの方がいいかなぁ？
14,Alexaを買おうか迷っているんです
15,どこから来たの？
15,出身はどこ？
15,出身地はどこ？
15,生まれ育ちはどこなの？
15,どこから来たの？
15,おうちはどこ？
15,出身は？
15,実家はどこ？
15,ご出身はどちらですか？
15,出身が知りたいな。
15,地元は、どこですか。北ですか、南ですか？
15,あなたは、どこから来たの？
15,どこ生まれなの？
15,故郷はどこですか？
15,生まれはどちらですか？
15,どこで誕生したの？
15,出身地はどこですか？
15,出身地とかあるの？
18,何月何日生まれ？
18,あなたが生まれた日は？
18,誕生日を教えてよ
18,いつ生まれたの？
18,いつ生まれた？
18,誕生日を聞いてもいい？
18,出生日はいつ？
18,生年月日は？
18,誕生日教えて
18,生まれた年月日を教えて？
18,いつこの世に生を受けたの？
18,いつが誕生日？
18,君はいつ生まれたの？
18,あなたのことを知りたいです。
18,あなたの生年月日を教えて？
18,生年月日を知りたいです。
18,選挙の投票日はいつ？
18,誕生日はいつ？
40,出社拒否したい
40,どこかで悩み相談してもらいたいなぁ
40,ズル休みしようかな。
40,学校(会社)に行かないで済む方法無いかなぁ。
40,引きこもりたい
40,今日は習い事、お休みしたいなぁ
40,子育てに自信がなくなってきたな。
40,月曜か、学校やだな
40,どこにも行きたくなくなっちゃった。
40,職場で嫌な先輩がいるんだ
40,今日も休みだったらな。
40,休んじゃおうかなぁ。
40,学校（仕事）嫌だな。
40,学校（会社）に行きたくないな。
40,学校（会社）のことで悩みがあるんだ。
40,今日やる気出ないな。
40,学校を休みたいな
40,会社めんどくせー
30,彼女が浮気してるっぽいんだ
30,彼女が全然会ってくれないんだ
30,最近彼女が付き合い悪くて落ち込むわ
30,彼女は束縛するんだよ
30,振られた彼女が忘れられない
30,彼女によく誘いを断られます
30,彼女が最近会ってくれないんだよね
30,最近、彼女と喧嘩ばっかりで一緒にいても楽しくないんだよね
30,彼女がずっと冷たいんだけど。
30,好きな人には彼女がいると思うんだ。
30,彼女に他に好きな奴がいるって言われちゃったんだよ
30,失恋したんだ
30,彼氏にフラれてしまった、どうしよう。
30,彼女に振られたんだ
30,いつ誘っても彼女は断るんだよ
30,彼女といても全然楽しくないんだよね
30,なかなか彼女は誘いにのってくれないんだ。
30,彼女に振られちゃったのかな？
12,今までに、パソコンは何台買った？
12,コンピューターはいつからやってるの？
12,一昨日、何してた？
